year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
2001,Earthquake,Ground movement,El Salvador,13.671,-88.938,2001,2,13,315,348500,NA,"Slide (land, mud, snow, rock)",Richter,7
2001,Earthquake,Ground movement,Pakistan,23.419,70.232,2001,1,26,12,500,NA,NA,Richter,8
2001,Earthquake,Ground movement,Afghanistan,35.169,69.389,2001,6,1,4,NA,NA,NA,Richter,5
2002,Earthquake,Ground movement,Afghanistan,36.429,70.438,2002,3,3,150,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2002,Earthquake,Ground movement,Afghanistan,36.062,69.315,2002,3,25,1000,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2002,Earthquake,Ground movement,Afghanistan,35.959,69.417,2002,4,12,50,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2001,Earthquake,Ground movement,China,24.768,99.061,2001,4,12,2,31000,NA,"Slide (land, mud, snow, rock)",Richter,6
2001,Flood,Flash flood,Cameroon,4.022,9.2,2001,6,28,30,NA,NA,"Slide (land, mud, snow, rock)",Km2,1080
2001,Earthquake,Ground movement,China,27.689,101.003,2001,5,23,2,36000,NA,NA,Richter,6
2001,Earthquake,Ground movement,China,26.316,100.648,2001,10,27,1,NA,NA,NA,Richter,6
2001,Volcanic activity,Ash fall,Ecuador,-1.467,-78.442,2001,8,14,NA,10975,Tungurahua,NA,NA,NA
2001,Volcanic activity,Ash fall,Italy,37.734,15.004,2001,7,18,NA,3100,Mt. Etna,NA,NA,NA
2001,Earthquake,Ground movement,Japan,34.083,132.526,2001,3,24,2,500000,NA,NA,Richter,7
2002,Earthquake,Tsunami,Indonesia,-1.757,134.297,2002,10,10,8,NA,NA,"Slide (land, mud, snow, rock)",Richter,8
2002,Earthquake,Ground movement,Georgia,41.765,44.96,2002,4,25,6,350000,NA,"Slide (land, mud, snow, rock)",Richter,5
2002,Earthquake,Ground movement,Italy,41.789,14.872,2002,10,31,30,796000,NA,"Slide (land, mud, snow, rock)",Richter,6
2002,Earthquake,Ground movement,India,13.036,93.068,2002,9,13,2,NA,NA,Tsunami/Tidal wave,Richter,7
2002,Earthquake,Ground movement,China,39.736,97.443,2002,12,14,2,NA,NA,NA,Richter,6
2002,Earthquake,Ground movement,Indonesia,2.824,96.085,2002,11,2,3,NA,NA,NA,Richter,7
2002,Earthquake,Ground movement,Iran (Islamic Republic of),28.093,51.755,2002,2,17,1,NA,NA,NA,Richter,5
2002,Earthquake,Ground movement,Iran (Islamic Republic of),34.642,47.4,2002,4,24,2,NA,NA,NA,Richter,5
2002,Earthquake,Ground movement,Iran (Islamic Republic of),35.626,49.047,2002,6,22,227,300000,NA,NA,Richter,7
2002,Earthquake,Ground movement,Italy,38.381,13.701,2002,9,6,2,500000,NA,NA,Richter,6
2003,Earthquake,Ground movement,Mexico,18.77,-104.104,2003,1,22,29,116300,NA,"Slide (land, mud, snow, rock)",Richter,8
2003,Earthquake,Ground movement,China,39.61,77.23,2003,2,24,268,157000,NA,NA,Richter,6
2001,Earthquake,Tsunami,Peru,-16.265,-73.641,2001,6,23,145,300000,NA,Tsunami/Tidal wave,Richter,8
2001,Earthquake,Ground movement,Peru,-15.35,-72.516,2001,12,4,2,NA,NA,NA,Richter,6
2001,Earthquake,Ground movement,Peru,-14.258,-72.683,2001,8,9,4,NA,NA,NA,Richter,6
2001,Volcanic activity,Ash fall,Philippines (the),13.257,123.685,2001,5,24,NA,792,Mt. Mayon,NA,NA,NA
2001,Earthquake,Ground movement,United States of America (the),47.149,-122.7266667,2001,2,28,1,2000000,NA,NA,Richter,7
2002,Earthquake,Ground movement,Taiwan (Province of China),24.279,122.179,2002,3,31,4,25000,NA,Tsunami/Tidal wave,Richter,7
2002,Volcanic activity,Ash fall,Congo (the Democratic Republic of the),-1.52,29.25,2002,1,17,200,9000,Mt. Nyiragongo,Earthquake,NA,NA
2002,Earthquake,Ground movement,Pakistan,35.517,74.654,2002,11,2,17,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
2002,Earthquake,Ground movement,Pakistan,35.414,74.515,2002,11,20,19,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2002,Earthquake,Ground movement,Philippines (the),6.033,124.249,2002,3,5,15,1714,NA,Tsunami/Tidal wave,Richter,8
2002,Earthquake,Ground movement,Papua New Guinea,-3.302,142.945,2002,9,8,4,NA,NA,Tsunami/Tidal wave,Richter,8
2002,Earthquake,Ground movement,Pakistan,36.429,70.438,2002,3,3,3,NA,NA,NA,Richter,6
2002,Earthquake,Ground movement,Papua New Guinea,-3.212,142.427,2002,1,10,1,NA,NA,NA,Richter,7
2002,Earthquake,Ground movement,Rwanda,-1.684,29.077,2002,1,17,45,NA,NA,NA,Richter,5
2002,Earthquake,Ground movement,Serbia Montenegro,42.436,21.466,2002,4,24,1,NA,NA,NA,Richter,6
2002,Earthquake,Ground movement,Tajikistan,38.673,69.902,2002,1,9,3,NA,NA,NA,Richter,5
2002,Earthquake,Ground movement,Turkey,38.573,31.271,2002,2,3,42,95000,NA,NA,Richter,7
2002,Earthquake,Ground movement,"Tanzania, United Republic of",-2.907,33.733,2002,5,18,2,NA,NA,NA,Richter,6
2003,Earthquake,Ground movement,Afghanistan,35.893,70.62,2003,4,10,1,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
2003,Earthquake,Ground movement,Turkey,39.5,39.878,2003,1,27,1,NA,NA,NA,Richter,6
2004,Earthquake,Ground movement,Afghanistan,33.426,69.524,2004,7,18,2,NA,NA,NA,Richter,5
2004,Earthquake,Ground movement,Burundi,-3.393,29.558,2004,2,24,3,NA,NA,NA,Richter,5
2003,Earthquake,Ground movement,Japan,38.849,141.568,2003,5,26,NA,233000,NA,Fire,Richter,7
2003,Earthquake,Ground movement,Japan,41.774,143.593,2003,9,25,2,563000,NA,Fire,Richter,7
2003,Earthquake,Ground movement,Bangladesh,22.854,92.306,2003,7,26,2,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2003,Earthquake,Ground movement,China,25.975,101.29,2003,7,21,16,75000,NA,"Slide (land, mud, snow, rock)",Richter,6
2003,Earthquake,Ground movement,Dominican Republic (the),19.777,-70.673,2003,9,22,3,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2003,Earthquake,Ground movement,Italy,44.792,8.892,2003,4,11,NA,561352,NA,"Slide (land, mud, snow, rock)",Richter,5
2003,Earthquake,Ground movement,Japan,38.432,141.003,2003,7,25,NA,411000,NA,"Slide (land, mud, snow, rock)",Richter,6
2003,Earthquake,Ground movement,Algeria,36.964,3.634,2003,5,21,2266,5000000,NA,Tsunami/Tidal wave,Richter,7
2003,Earthquake,Ground movement,China,39.43,77.219,2003,5,4,1,NA,NA,NA,Richter,6
2003,Earthquake,Ground movement,China,43.77,119.643,2003,8,16,4,167000,NA,NA,Richter,5
2003,Earthquake,Ground movement,China,25.954,101.254,2003,10,16,3,60000,NA,NA,Richter,6
2003,Earthquake,Ground movement,China,38.383,100.975,2003,10,25,9,40000,NA,NA,Richter,6
2003,Earthquake,Ground movement,China,34.712,103.834,2003,11,13,1,NA,NA,NA,Richter,5
2003,Earthquake,Ground movement,China,27.372,103.971,2003,11,14,4,NA,NA,NA,Richter,6
2003,Earthquake,Ground movement,China,42.905,80.515,2003,12,1,11,1933,NA,NA,Richter,6
2003,Earthquake,Ground movement,Costa Rica,8.416,-82.824,2003,12,25,2,NA,NA,NA,Richter,7
2003,Earthquake,Ground movement,Algeria,36.939,3.578,2003,5,27,9,NA,NA,NA,Richter,6
2003,Earthquake,Ground movement,Indonesia,2.354,128.855,2003,5,27,1,NA,NA,NA,Richter,7
2003,Earthquake,Ground movement,Iran (Islamic Republic of),28.355,54.169,2003,7,10,1,21666,NA,NA,Richter,6
2003,Earthquake,Ground movement,Iran (Islamic Republic of),28.995,58.311,2003,12,26,26796,500000,NA,NA,Richter,7
2003,Earthquake,Ground movement,Kazakhstan,42.946,72.764,2003,5,23,3,NA,NA,NA,Richter,6
2004,Earthquake,Ground movement,Japan,37.226,138.779,2004,10,23,40,28000000,NA,Fire,Richter,7
2004,Earthquake,Ground movement,Indonesia,-3.615,135.538,2004,2,5,37,1000,NA,Fire,Richter,7
2004,Earthquake,Ground movement,Indonesia,-3.609,135.404,2004,11,26,32,55000,NA,Fire,Richter,7
2004,Earthquake,Ground movement,Costa Rica,9.602,-84.172,2004,11,20,8,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2004,Earthquake,Ground movement,Indonesia,-8.152,124.868,2004,11,11,33,NA,NA,"Slide (land, mud, snow, rock)",Richter,8
2004,Earthquake,Ground movement,Iran (Islamic Republic of),36.29,51.61,2004,5,28,35,165000,NA,"Slide (land, mud, snow, rock)",Richter,6
2004,Earthquake,Tsunami,Indonesia,3.295,95.982,2004,12,26,165708,4451600,NA,Tsunami/Tidal wave,Richter,9
2004,Earthquake,Tsunami,Kenya,3.295,95.982,2004,12,26,1,100000,NA,Tsunami/Tidal wave,Richter,9
2004,Earthquake,Tsunami,Bangladesh,3.295,95.982,2004,12,26,2,500000,NA,NA,Richter,9
2004,Earthquake,Ground movement,China,45.382,118.256,2004,3,24,NA,74000,NA,NA,Richter,6
2004,Earthquake,Ground movement,China,27.266,103.873,2004,8,10,4,50000,NA,NA,Richter,5
2004,Earthquake,Ground movement,Colombia,2.265,-76.595,2004,8,18,1,NA,NA,NA,Richter,5
2004,Earthquake,Ground movement,Germany,48.115,8.077,2004,12,5,NA,12000,NA,NA,Richter,5
2004,Earthquake,Ground movement,Guadeloupe,15.679,-61.706,2004,11,21,1,NA,NA,NA,Richter,6
2004,Earthquake,Ground movement,Indonesia,-8.31,115.788,2004,1,1,1,12000,NA,NA,Richter,6
2004,Earthquake,Ground movement,Indonesia,-0.466,100.655,2004,2,16,5,NA,NA,NA,Richter,5
2004,Earthquake,Tsunami,India,3.295,95.982,2004,12,26,16389,1022800,NA,NA,Richter,9
2004,Earthquake,Tsunami,Sri Lanka,3.295,95.982,2004,12,26,35399,1316500,NA,NA,Richter,9
2005,Earthquake,Ground movement,Japan,33.807,130.131,2005,3,20,1,400000,NA,"Slide (land, mud, snow, rock)",Richter,7
2005,Earthquake,Ground movement,Indonesia,2.085,97.108,2005,3,28,915,NA,NA,Tsunami/Tidal wave,Richter,9
2005,Earthquake,Ground movement,Indonesia,-1.198,119.933,2005,1,23,1,NA,NA,NA,Richter,6
2005,Earthquake,Ground movement,Iran (Islamic Republic of),30.754,56.816,2005,2,22,612,80000,NA,NA,Richter,6
2003,Earthquake,Ground movement,Russian Federation (the),50.038,87.813,2003,9,27,3,10600,NA,"Slide (land, mud, snow, rock)",Richter,7
2003,Earthquake,Ground movement,Panama,8.416,-82.824,2003,12,25,2,NA,NA,NA,Richter,7
2003,Earthquake,Ground movement,Turkey,39.007,40.464,2003,5,1,177,135000,NA,NA,Richter,6
2003,Earthquake,Ground movement,United States of America (the),35.7005,-121.1005,2003,12,22,2,200000,NA,NA,Richter,7
2004,Earthquake,Ground movement,Pakistan,34.774,73.216,2004,2,14,24,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2004,Earthquake,Ground movement,Slovenia,46.296,13.641,2004,7,12,1,10000,NA,"Slide (land, mud, snow, rock)",Richter,5
2004,Earthquake,Tsunami,Maldives,3.295,95.982,2004,12,26,102,470100,NA,Tsunami/Tidal wave,Richter,9
2004,Earthquake,Tsunami,Malaysia,3.295,95.982,2004,12,26,80,500000,NA,Tsunami/Tidal wave,Richter,9
2004,Earthquake,Tsunami,Thailand,3.295,95.982,2004,12,26,8345,1000000,NA,Tsunami/Tidal wave,Richter,9
2004,Earthquake,Ground movement,Morocco,35.142,-3.997,2004,2,24,628,400000,NA,NA,Richter,6
2004,Earthquake,Tsunami,Myanmar,3.295,95.982,2004,12,26,71,500000,NA,NA,Richter,9
2004,Earthquake,Tsunami,Somalia,3.295,95.982,2004,12,26,298,100000,NA,NA,Richter,9
2004,Earthquake,Tsunami,Seychelles,3.295,95.982,2004,12,26,3,30000,NA,NA,Richter,9
2004,Earthquake,Ground movement,Turkey,39.93,40.812,2004,3,25,9,NA,NA,NA,Richter,6
2004,Earthquake,Ground movement,Turkey,39.766,43.979,2004,7,1,18,NA,NA,NA,Richter,5
2004,Earthquake,Tsunami,"Tanzania, United Republic of",3.295,95.982,2004,12,26,10,NA,NA,NA,Richter,9
2005,Earthquake,Ground movement,Turkey,37.622,43.703,2005,1,25,2,NA,NA,NA,Richter,6
2005,Earthquake,Ground movement,South Africa,-26.913,26.789,2005,3,9,2,20000,NA,NA,Richter,5
2005,Earthquake,Ground movement,Afghanistan,34.539,73.588,2005,10,8,1,50,NA,NA,Richter,8
2005,Earthquake,Ground movement,Afghanistan,36.357,71.093,2005,12,13,5,NA,NA,NA,Richter,7
2006,Earthquake,Ground movement,Afghanistan,37.255,68.828,2006,7,29,1,NA,NA,NA,Richter,6
2006,Flood,Flash flood,Afghanistan,35.67,66.83,2006,4,28,19,NA,NA,NA,Km2,58310
2006,Flood,Flash flood,Afghanistan,35.62,63.54,2006,11,16,166,NA,NA,NA,Km2,5000
2006,Flood,Riverine flood,Afghanistan,34.52,65.56,2006,5,19,21,NA,NA,NA,Km2,21480
2005,Earthquake,Ground movement,India,34.539,73.588,2005,10,8,1309,1000000,NA,Fire,Richter,8
2005,Earthquake,Ground movement,Chile,-19.987,-69.197,2005,6,13,11,5000,NA,"Slide (land, mud, snow, rock)",Richter,8
2005,Earthquake,Ground movement,China,29.671,115.688,2005,11,26,16,NA,NA,NA,Richter,5
2005,Earthquake,Ground movement,Iran (Islamic Republic of),26.774,55.858,2005,11,27,13,NA,NA,NA,Richter,6
2006,Flood,Riverine flood,China,34.04,117.03,2006,6,28,30,679000,NA,Broken Dam/Burst bank,Km2,22760
2006,Storm,Tropical cyclone,China,25.97,118.77,2006,5,18,23,475000,Chanchu (Caloy),Flood,Kph,NA
2006,Storm,Tropical cyclone,China,26.39,117.28,2006,7,24,109,367000,Kaemi,Flood,Kph,NA
2006,Flood,Riverine flood,Chile,-72.64,-37.26,2006,7,11,18,NA,NA,"Slide (land, mud, snow, rock)",Km2,5030
2006,Flood,Riverine flood,Colombia,5.43,-75.6,2006,1,1,150,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2006,Flood,Riverine flood,Greece,40.76,23.65,2006,10,8,1,5659,NA,"Slide (land, mud, snow, rock)",Km2,17970
2006,Storm,Tropical cyclone,China,24,112.11,2006,7,16,820,3325000,Bilis,"Slide (land, mud, snow, rock)",Kph,NA
2006,Flood,Riverine flood,Bolivia (Plurinational State of),-16.03,-63.43,2006,1,25,25,35000,NA,"Slide (land, mud, snow, rock)",Km2,955800
2006,Earthquake,Ground movement,China,28.012,104.151,2006,8,25,1,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
2006,Flood,Riverine flood,China,23.42,111.38,2006,6,8,21,NA,NA,"Slide (land, mud, snow, rock)",Km2,4210
2006,Flood,Riverine flood,China,27.06,111.06,2006,6,25,29,NA,NA,"Slide (land, mud, snow, rock)",Km2,34990
2006,Flood,Riverine flood,China,43.32,83.77,2006,7,2,20,NA,NA,"Slide (land, mud, snow, rock)",Km2,138200
2006,Flood,Riverine flood,China,23.34,102.64,2006,10,6,27,NA,NA,"Slide (land, mud, snow, rock)",Km2,24770
2006,Storm,Tropical cyclone,China,21.11,110.11,2006,8,3,89,900000,Prapiroon,"Slide (land, mud, snow, rock)",Kph,NA
2006,Flood,Riverine flood,Congo (the),-4.24,15.43,2006,11,4,6,NA,NA,"Slide (land, mud, snow, rock)",Km2,1300
2006,Flood,Riverine flood,Ecuador,-2.23,-79.98,2006,2,16,16,2800,NA,"Slide (land, mud, snow, rock)",Km2,30150
2006,Flood,Riverine flood,Fiji,-16.45,179.65,2006,2,4,4,500,NA,"Slide (land, mud, snow, rock)",Km2,2370
2006,Earthquake,Ground movement,Indonesia,0.626,99.859,2006,12,17,8,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2006,Flood,Flash flood,Indonesia,1.07,124.66,2006,2,13,39,25000,NA,"Slide (land, mud, snow, rock)",Km2,33830
2006,Flood,Flash flood,Indonesia,-5.17,120.11,2006,6,19,236,55200,NA,"Slide (land, mud, snow, rock)",Km2,3100
2006,Flood,Flash flood,Indonesia,-3.29,115.49,2006,6,25,52,NA,NA,"Slide (land, mud, snow, rock)",Km2,23710
2006,Flood,Riverine flood,Indonesia,-6.85,108.59,2006,1,26,19,27100,NA,"Slide (land, mud, snow, rock)",Km2,73070
2006,Flood,Riverine flood,Indonesia,-7.84,111.86,2006,4,19,22,NA,NA,"Slide (land, mud, snow, rock)",Km2,19040
2006,Flood,Flash flood,India,32.89,73.88,2006,8,31,19,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2006,Flood,Riverine flood,India,19.17,83.65,2006,7,3,33,NA,NA,"Slide (land, mud, snow, rock)",Km2,31360
2006,Flood,Riverine flood,India,20.19,73.82,2006,7,28,350,3390000,NA,"Slide (land, mud, snow, rock)",Km2,165400
2006,Earthquake,Tsunami,Indonesia,-3.595,127.214,2006,3,14,3,NA,NA,Tsunami/Tidal wave,Richter,7
2006,Flood,Riverine flood,China,26.75,118.57,2006,5,30,57,393000,NA,Broken Dam/Burst bank,Km2,76600
2006,Flood,Riverine flood,Czech Republic (the),49.86,16.09,2006,3,28,6,NA,NA,Broken Dam/Burst bank,Km2,NA
2006,Flood,Flash flood,China,25.51,106.51,2006,6,12,50,141000,NA,Rain,Km2,11680
2006,Storm,Tropical cyclone,Australia,-23.26,116.94,2006,1,9,NA,2354,Clare,Flood,Kph,NA
2006,Storm,Tropical cyclone,Australia,-17.91,145.54,2006,3,20,NA,1180000,Larry,Flood,Kph,290
2006,Storm,Tropical cyclone,Bangladesh,19.73,83.75,2006,9,18,115,NA,NA,Flood,Kph,NA
2006,Storm,Tropical cyclone,India,19.73,83.75,2006,9,18,114,NA,NA,Flood,Kph,NA
2006,Flood,Riverine flood,Afghanistan,33.06,69.95,2006,7,9,10,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Afghanistan,34.08,69.75,2006,7,30,54,NA,NA,NA,Km2,3116
2006,Flood,Riverine flood,Burundi,-3.86,29.67,2006,5,17,1,NA,NA,NA,Km2,2700
2006,Flood,Flash flood,Brazil,-22.56,-43.36,2006,1,27,12,NA,NA,NA,Km2,9335
2006,Flood,Riverine flood,Brazil,2.81,-52.29,2006,3,25,8,NA,NA,NA,Km2,1164000
2006,Flood,Riverine flood,Canada,50.13,-99.99,2006,5,20,1,NA,NA,NA,Km2,NA
2006,Earthquake,Ground movement,China,23.282,101.693,2006,1,12,NA,6900,NA,NA,Richter,5
2006,Earthquake,Ground movement,China,27.995,104.138,2006,7,22,22,NA,NA,NA,Richter,5
2006,Earthquake,Ground movement,China,43.469,119.558,2006,11,3,NA,291,NA,NA,Richter,5
2006,Flood,Flash flood,China,24.66,102.18,2006,7,20,35,NA,NA,NA,Km2,1666
2006,Flood,Flash flood,China,34.7,102.68,2006,8,30,15,NA,NA,NA,Km2,16920
2006,Flood,Riverine flood,China,26.92,106.58,2006,4,21,22,36000,NA,NA,Km2,175200
2006,Flood,Riverine flood,China,30.92,112.9,2006,5,24,3,NA,NA,NA,Km2,107400
2006,Flood,Riverine flood,China,26.2,112.75,2006,6,13,2,NA,NA,NA,Km2,58070
2006,Flood,Riverine flood,China,24.73,116.87,2006,6,17,23,NA,NA,NA,Km2,36280
2006,Flood,Riverine flood,China,26.01,108.45,2006,6,25,6,6500,NA,NA,Km2,11360
2006,Flood,Riverine flood,China,22.35,109.4,2006,7,7,10,31000,NA,NA,Km2,20120
2006,Flood,Riverine flood,China,39.04,106.59,2006,7,14,1,NA,NA,NA,Km2,1726
2006,Earthquake,Ground movement,Algeria,36.623,5.328,2006,3,20,4,NA,NA,NA,Richter,5
2006,Flood,Riverine flood,Algeria,27.67,-5.91,2006,2,10,1,1200,NA,NA,Km2,180500
2006,Volcanic activity,Ash fall,Ecuador,-1.467,-78.442,2006,7,14,5,150000,Tungurahua,NA,NA,NA
2006,Flood,Flash flood,Ethiopia,9.67,42.19,2006,8,5,498,3200,NA,NA,Km2,4225
2006,Flood,Riverine flood,Ethiopia,5.24,36.22,2006,8,13,364,NA,NA,NA,Km2,13560
2006,Flood,Riverine flood,Ethiopia,13.21,34.76,2006,8,13,2,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Ethiopia,4.62,44.6,2006,10,27,80,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Guyana,6.89,-58.66,2006,1,8,NA,169000,NA,NA,Km2,24224
2006,Flood,Flash flood,Haiti,18.5,-73.48,2006,11,28,11,NA,NA,NA,Km2,6300
2006,Earthquake,Ground movement,Indonesia,-7.961,110.446,2006,5,26,5778,3100000,NA,NA,Richter,6
2006,Earthquake,Ground movement,Indonesia,-8.261,118.753,2006,12,1,1,NA,NA,NA,Richter,6
2006,Earthquake,Tsunami,Indonesia,-9.284,107.419,2006,7,17,802,55000,NA,NA,Richter,8
2006,Landslide,Landslide,Indonesia,-8.02,113.34,2006,1,1,156,27000,NA,NA,NA,NA
2006,Landslide,Landslide,Indonesia,-8.44,117.29,2006,1,22,11,10943,NA,NA,NA,NA
2006,Flood,Flash flood,India,17.43,82.81,2006,4,15,20,NA,NA,NA,Km2,190900
2006,Flood,Riverine flood,India,26.6,94.02,2006,5,31,21,NA,NA,NA,Km2,47020
2006,Flood,Riverine flood,India,10.54,76.05,2006,5,25,32,NA,NA,NA,Km2,42690
2006,Flood,Riverine flood,India,18.73,75.23,2006,5,31,41,NA,NA,NA,Km2,395400
2006,Flood,Riverine flood,India,25.62,83.67,2006,6,24,130,NA,NA,NA,Km2,13110
2006,Flood,Riverine flood,India,22.41,71.31,2006,7,4,24,NA,NA,NA,Km2,170100
2006,Flood,Riverine flood,India,34.61,73.2,2006,7,24,15,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,India,27.59,81.52,2006,8,29,42,NA,NA,NA,Km2,32700
2006,Flood,Riverine flood,India,14.13,79.93,2006,10,26,47,NA,NA,NA,Km2,40090
2006,Flood,Riverine flood,India,18.1,81.53,2006,8,1,185,NA,NA,NA,Km2,302800
2006,Earthquake,Ground movement,Iran (Islamic Republic of),33.5,48.78,2006,3,31,63,42262,NA,NA,Richter,6
2006,Flood,Riverine flood,Iran (Islamic Republic of),38.69,47.88,2006,5,8,14,16000,NA,NA,Km2,18310
2006,Flood,Flash flood,Iraq,36.23,44.81,2006,11,5,20,NA,NA,NA,Km2,19960
2006,Flood,Riverine flood,Iraq,34.21,45.49,2006,2,4,NA,1300,NA,NA,Km2,77640
2007,Flood,Riverine flood,Haiti,19.41,-71.78,2007,3,26,14,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Afghanistan,33.25,64.89,2007,3,18,104,NA,NA,"Slide (land, mud, snow, rock)",Km2,304100
2007,Flood,Riverine flood,Bolivia (Plurinational State of),-16.97,-61.96,2007,1,10,40,90000,NA,"Slide (land, mud, snow, rock)",Km2,801000
2007,Flood,Flash flood,Brazil,-22.42,-44,2007,1,1,59,125000,NA,"Slide (land, mud, snow, rock)",Km2,210600
2007,Flood,Riverine flood,Dominican Republic (the),19.41,-71.78,2007,3,26,3,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Flash flood,Indonesia,-8.57,120.76,2007,3,1,74,NA,NA,"Slide (land, mud, snow, rock)",Km2,3220
2007,Landslide,Landslide,Indonesia,3.56,125.54,2007,1,12,32,NA,NA,Flood,NA,NA
2007,Flood,Riverine flood,Angola,-8.87,13.36,2007,1,17,105,NA,NA,NA,Km2,1600
2007,Flood,Riverine flood,Argentina,-31.99,-59.12,2007,3,20,5,10000,NA,NA,Km2,4000
2007,Flood,Riverine flood,Burundi,-3.14,30.4,2007,1,1,4,NA,NA,NA,Km2,NA
2007,Flood,Flash flood,Algeria,35.64,4.2,2007,4,13,22,13561,NA,NA,Km2,7100
2007,Flood,Riverine flood,Spain,41.65,-0.65,2007,4,3,1,NA,NA,NA,Km2,42040
2007,Flood,Riverine flood,Fiji,-17.77,177.48,2007,2,3,1,30000,NA,NA,Km2,1690
2007,Earthquake,Ground movement,Indonesia,-0.488,100.53,2007,3,6,67,200000,NA,NA,Richter,6
2007,Flood,Riverine flood,Indonesia,-6.22,106.83,2007,1,31,68,971000,NA,NA,Km2,1800
2005,Earthquake,Ground movement,El Salvador,13.835,-89.759,2005,5,5,1,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
2005,Earthquake,Ground movement,Pakistan,34.539,73.588,2005,10,8,73338,5200000,NA,NA,Richter,8
2005,Earthquake,Ground movement,Peru,-19.987,-69.197,2005,6,13,NA,50,NA,NA,Richter,8
2005,Earthquake,Ground movement,Peru,-5.678,-76.398,2005,9,26,5,NA,NA,NA,Richter,8
2005,Earthquake,Ground movement,Papua New Guinea,-6.319,146.846,2005,6,4,1,NA,NA,NA,Richter,6
2005,Volcanic activity,Ash fall,El Salvador,13.852846,-89.63,2005,10,1,2,NA,Santa Ana (Ilamatepec),NA,NA,NA
2005,Earthquake,Ground movement,"Tanzania, United Republic of",-6.224,29.83,2005,12,5,2,NA,NA,NA,Richter,7
2005,Earthquake,Ground movement,Congo (the Democratic Republic of the),-6.224,29.83,2005,12,5,6,NA,NA,NA,Richter,7
2006,Flood,Riverine flood,United States of America (the),37.69,-99.99,2006,4,4,1,259000,NA,Broken Dam/Burst bank,Km2,44110
2006,Flood,Riverine flood,United States of America (the),22.15,-99.99,2006,3,14,7,12000,NA,Broken Dam/Burst bank,Km2,585
2006,Storm,Tropical cyclone,Mexico,25.35,-111.81,2006,9,2,7,NA,John,Flood,Kph,215
2006,Storm,Tropical cyclone,Mexico,24.47,-107.04,2006,9,16,4,2700,Lane,Flood,Kph,250
2006,Storm,Tropical cyclone,Philippines (the),24,112.11,2006,7,11,37,3000,Bilis,Flood,Kph,120
2006,Storm,Tropical cyclone,Philippines (the),16.68,107.21,2006,9,27,228,113000,Xangsane (Milenyo),Flood,Kph,160
2006,Storm,Tropical cyclone,Philippines (the),17.02,121.82,2006,10,30,34,9077,Cimaron (Paeng),Flood,Kph,230
2006,Storm,Tropical cyclone,Viet Nam,24,112.11,2006,7,11,17,NA,Bilis,Flood,Kph,NA
2006,Earthquake,Ground movement,United States of America (the),19.878,-155.935,2006,10,15,NA,150000,NA,"Slide (land, mud, snow, rock)",Richter,7
2006,Flood,Riverine flood,Panama,8.9,-78.71,2006,11,21,11,NA,NA,"Slide (land, mud, snow, rock)",Km2,17730
2006,Storm,Tropical cyclone,Philippines (the),10.33,106.74,2006,11,30,1399,66400,Durian (Reming),"Slide (land, mud, snow, rock)",Kph,195
2006,Flood,Riverine flood,Japan,35.34,136.22,2006,6,19,34,NA,NA,"Slide (land, mud, snow, rock)",Km2,47890
2006,Flood,Riverine flood,Japan,31.54,130.99,2006,7,22,8,NA,NA,"Slide (land, mud, snow, rock)",Km2,6130
2006,Flood,Flash flood,Korea (the Republic of),37.56,127.17,2006,7,12,46,NA,NA,"Slide (land, mud, snow, rock)",Km2,9610
2006,Flood,Riverine flood,Sri Lanka,7.32,80.03,2006,10,26,25,3000,NA,"Slide (land, mud, snow, rock)",Km2,6890
2006,Flood,Flash flood,Malaysia,1.87,103.22,2006,12,19,6,22000,NA,"Slide (land, mud, snow, rock)",Km2,18300
2006,Flood,Riverine flood,Pakistan,34.61,73.2,2006,7,24,40,NA,NA,"Slide (land, mud, snow, rock)",Km2,42570
2006,Flood,Riverine flood,Philippines (the),12.44,124.77,2006,12,27,NA,3395,NA,"Slide (land, mud, snow, rock)",Km2,1410
