year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
2006,Landslide,Mudslide,Papua New Guinea,-6.16,143.7,2006,4,27,1,NA,NA,"Slide (land, mud, snow, rock)",NA,4700
2006,Flood,Flash flood,Korea (the Democratic People's Republic of),37.56,127.17,2006,7,12,278,NA,NA,"Slide (land, mud, snow, rock)",Km2,55620
2006,Flood,Flash flood,Romania,47.15,47.46,2006,6,20,14,NA,NA,"Slide (land, mud, snow, rock)",Km2,5540
2006,Flood,Flash flood,Thailand,18.18,100.15,2006,5,22,116,25000,NA,"Slide (land, mud, snow, rock)",Km2,78280
2006,Flood,Riverine flood,Thailand,18.76,100.02,2006,8,20,164,9940,NA,"Slide (land, mud, snow, rock)",Km2,175800
2006,Flood,Riverine flood,United States of America (the),40.41,-75.78,2006,6,25,11,1000000,NA,"Slide (land, mud, snow, rock)",Km2,122600
2006,Flood,Riverine flood,Viet Nam,17.76,106.15,2006,8,12,42,8000,NA,"Slide (land, mud, snow, rock)",Km2,119500
2006,Flood,Riverine flood,Namibia,-24.53,17.98,2006,2,24,5,8490,NA,Broken Dam/Burst bank,Km2,16110
2006,Flood,Riverine flood,Philippines (the),7.61,125.83,2006,10,21,2,763,NA,Broken Dam/Burst bank,Km2,3680
2006,Flood,Riverine flood,Russian Federation (the),58.33,114.58,2006,6,4,NA,125000,NA,Broken Dam/Burst bank,Km2,274800
2006,Flood,Riverine flood,Ukraine,45.09,34.62,2006,7,2,2,23855,NA,Broken Dam/Burst bank,Km2,600
2006,Flood,Riverine flood,Cambodia,11.06,104.68,2006,8,10,5,NA,NA,Rain,Km2,55860
2006,Storm,Tropical cyclone,Philippines (the),26.39,117.39,2006,7,24,4,471,Kaemi,Rain,Kph,NA
2006,Storm,Tropical cyclone,Philippines (the),15.86,120.74,2006,6,30,8,645,Henry,Rain,Kph,NA
2006,Flood,Riverine flood,United States of America (the),43.16,-70.79,2006,5,11,2,85000,NA,Rain,Km2,42910
2006,Flood,Riverine flood,United States of America (the),37.21,-87.62,2006,9,22,14,NA,NA,Rain,Km2,146000
2006,Flood,Riverine flood,Yemen,15.1,43.88,2006,4,3,25,NA,NA,Rain,Km2,91480
2006,Storm,Tropical cyclone,Mexico,24.93,-107.53,2006,10,25,4,NA,Paul,Flood,Kph,NA
2006,Storm,Tropical cyclone,Myanmar,18.37,94.95,2006,4,29,34,NA,Mala,Flood,Kph,240
2006,Landslide,Landslide,Nepal,28.69,81.31,2006,8,26,147,NA,NA,Flood,NA,NA
2006,Storm,Tropical cyclone,United States of America (the),34.74,-77.87,2006,8,2,6,32860,Ernesto,Flood,Kph,119
2006,Storm,Tropical cyclone,Viet Nam,10.33,106.74,2006,11,30,95,456000,Durian (Reming),Flood,Kph,NA
2006,Flood,Riverine flood,Kenya,2.25,37.53,2006,4,4,60,NA,NA,NA,Km2,538000
2006,Flood,Riverine flood,Kenya,-3.24,40.01,2006,10,15,30,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Morocco,32.15,-4.05,2006,5,26,6,NA,NA,NA,Km2,33210
2006,Flood,Flash flood,Mali,14.42,-1.02,2006,8,3,1,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Myanmar,19.91,95.45,2006,9,15,25,NA,NA,NA,Km2,188000
2006,Earthquake,Ground movement,Mozambique,-21.324,33.583,2006,2,22,4,NA,NA,NA,Richter,7
2006,Flood,Riverine flood,Mauritania,17.75,-15,2006,7,22,7,NA,NA,NA,Km2,60
2006,Flood,Flash flood,Malawi,-15.96,34.51,2006,11,27,5,NA,NA,NA,Km2,2760
2006,Flood,Riverine flood,Malawi,-14.59,35.12,2006,3,7,3,NA,NA,NA,Km2,64890
2006,Flood,Flash flood,New Zealand,-45.69,170.37,2006,4,26,NA,3000,NA,NA,Km2,4630
2006,Flood,Flash flood,Pakistan,32.89,73.88,2006,8,31,20,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Pakistan,33.06,69.95,2006,7,9,13,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Pakistan,25.03,67.12,2006,8,1,74,NA,NA,NA,Km2,2748
2006,Landslide,Landslide,Pakistan,35.35,72.62,2006,7,3,29,NA,NA,NA,NA,NA
2006,Flood,Flash flood,Philippines (the),17.02,121.82,2006,1,26,4,9600,NA,NA,Km2,63470
2006,Flood,Flash flood,Philippines (the),7.17,125.57,2006,3,4,1,NA,NA,NA,Km2,630
2006,Storm,Tropical cyclone,Philippines (the),21.11,110.11,2006,8,2,6,135000,Prapiroon,NA,Kph,NA
2006,Flood,Riverine flood,Papua New Guinea,-9.07,147.28,2006,2,3,1,NA,NA,NA,Km2,34450
2006,Flood,Riverine flood,Romania,47.8,25.95,2006,6,30,30,NA,NA,NA,Km2,1120
2006,Earthquake,Ground movement,Russian Federation (the),60.949,167.089,2006,4,20,NA,55000,NA,NA,Richter,8
2006,Flood,Riverine flood,Russian Federation (the),50.78,87.14,2006,4,21,NA,7411,NA,NA,Km2,144900
2006,Landslide,Landslide,Rwanda,-1.79,29.94,2006,11,28,24,NA,NA,NA,NA,NA
2006,Flood,Riverine flood,Sudan (the),13.21,34.76,2006,8,13,27,NA,NA,NA,Km2,NA
2006,Flood,Flash flood,Somalia,2.665,45.45,2006,8,4,5,NA,NA,NA,Km2,3845
2006,Flood,Riverine flood,Somalia,3.1,45.44,2006,8,24,5,NA,NA,NA,Km2,22490
2006,Flood,Riverine flood,Somalia,4.64,44.6,2006,10,26,52,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Somalia,0.78,39.72,2006,10,23,35,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Suriname,3.42,-56.48,2006,5,7,3,NA,NA,NA,Km2,27500
2006,Flood,Riverine flood,Slovakia,48.67,19.08,2006,3,28,1,NA,NA,NA,Km2,NA
2006,Flood,Riverine flood,Chad,10.33,15.33,2006,9,5,52,NA,NA,NA,Km2,NA
2006,Earthquake,Ground movement,Tajikistan,37.255,68.828,2006,7,29,3,22000,NA,NA,Richter,6
2006,Flood,Flash flood,Turkey,37.64,39.65,2006,10,27,47,317000,NA,NA,Km2,122300
2006,Flood,Riverine flood,Turkey,39.74,41.1,2006,7,1,12,NA,NA,NA,Km2,69640
2006,Earthquake,Ground movement,Taiwan (Province of China),21.799,120.547,2006,12,26,2,NA,NA,NA,Richter,7
2006,Flood,Riverine flood,Taiwan (Province of China),24.07,120.79,2006,6,10,3,116130,NA,NA,Km2,14310
2006,Flood,Riverine flood,Uganda,1.38,34.28,2006,8,12,3,NA,NA,NA,Km2,4050
2006,Flood,Riverine flood,United States of America (the),41.41,-86.91,2006,6,22,2,7000,NA,NA,Km2,6780
2006,Flood,Riverine flood,United States of America (the),31.76,-106.39,2006,7,27,NA,100000,NA,NA,Km2,3610
2006,Flood,Riverine flood,United States of America (the),41.52,-81.09,2006,7,27,1,NA,NA,NA,Km2,4720
2006,Flood,Riverine flood,United States of America (the),62.45,-99.99,2006,8,19,NA,15500,NA,NA,Km2,95940
2006,Flood,Riverine flood,United States of America (the),47.86,-122.15,2006,11,5,2,NA,NA,NA,Km2,57890
2006,Flood,Riverine flood,Viet Nam,11.06,104.68,2006,8,10,60,NA,NA,NA,Km2,NA
2006,Storm,Tropical cyclone,Viet Nam,16.68,107.21,2006,9,27,71,624000,Xangsane (Milenyo),NA,Kph,148
2006,Flood,Flash flood,Yemen,14.54,44.18,2006,2,20,5,NA,NA,NA,Km2,10710
2006,Flood,Riverine flood,South Africa,-27.44,24.83,2006,3,26,6,71000,NA,NA,Km2,2500
2006,Flood,Riverine flood,South Africa,-33.538,26.3,2006,8,2,6,145000,NA,NA,Km2,21840
2007,Earthquake,Ground movement,Japan,37.336,136.588,2007,3,25,1,250000,NA,Tsunami/Tidal wave,Richter,7
2007,Storm,Tropical cyclone,Madagascar,-14.84,49.94,2007,3,15,80,240000,Indhala,Flood,Kph,230
2007,Earthquake,Tsunami,Solomon Islands,-8.466,157.043,2007,4,1,52,NA,NA,"Slide (land, mud, snow, rock)",Richter,8
2007,Flood,Riverine flood,Sri Lanka,6.71,80.95,2007,1,12,18,NA,NA,"Slide (land, mud, snow, rock)",Km2,10420
2007,Flood,Riverine flood,Peru,-11.47,-74.46,2007,1,21,17,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Philippines (the),7.71,125.22,2007,1,10,9,4080,NA,"Slide (land, mud, snow, rock)",Km2,44620
2007,Flood,Flash flood,Thailand,7.44,99.65,2007,4,14,38,NA,NA,"Slide (land, mud, snow, rock)",Km2,290
2007,Flood,Riverine flood,Yemen,15.1,43.88,2007,1,1,7,NA,NA,"Slide (land, mud, snow, rock)",Km2,25390
2007,Flood,Riverine flood,Mozambique,-17.47,35.15,2007,1,17,29,71000,NA,Rain,Km2,NA
2007,Flood,Coastal flood,Madagascar,-18.49,46.34,2007,2,8,7,NA,NA,NA,Km2,438800
2007,Flood,Riverine flood,Malawi,-17.47,35.15,2007,1,8,2,NA,NA,NA,Km2,NA
2007,Flood,Riverine flood,Malaysia,2.19,103.37,2007,1,11,17,605000,NA,NA,Km2,26380
2007,Flood,Riverine flood,Namibia,12.95,24.37,2007,1,10,7,NA,NA,NA,Km2,NA
2007,Flood,Riverine flood,Rwanda,-1.73,29.48,2007,2,3,10,9,NA,NA,Km2,1340
2007,Flood,Riverine flood,United States of America (the),34.88,-90.07,2007,1,15,24,NA,NA,NA,Km2,434
2007,Flood,Flash flood,Yemen,16.57,49.13,2007,3,23,36,NA,NA,NA,Km2,59870
2006,Flood,Riverine flood,Congo (the Democratic Republic of the),-4.36,16.17,2006,4,8,1,NA,NA,"Slide (land, mud, snow, rock)",Km2,45540
2007,Flood,Riverine flood,China,36.68,119.23,2007,7,18,83,329000,NA,Flood,Km2,NA
2007,Storm,Tropical cyclone,Dominican Republic (the),18.53,-70.06,2007,10,28,129,77700,Noel,Flood,Kph,NA
2007,Storm,Tropical cyclone,Dominican Republic (the),18.93,-71.03,2007,12,11,33,45000,Olga,Flood,Kph,NA
2007,Storm,Tropical cyclone,Honduras,14.62,-83.64,2007,9,4,1,6579,Felix,Flood,Kph,NA
2007,Storm,Tropical cyclone,Cuba,18.53,-70.06,2007,10,28,1,500000,Noel,Flood,Kph,NA
2007,Storm,NA,France,43.3,-0.47,2007,5,25,1,NA,NA,Flood,Kph,NA
2007,Flood,Flash flood,Australia,-32.87,151.38,2007,6,8,9,1300000,NA,"Slide (land, mud, snow, rock)",Km2,11380
2007,Flood,Flash flood,China,30.28,107.78,2007,5,24,43,78000,NA,"Slide (land, mud, snow, rock)",Km2,43530
2007,Flood,Riverine flood,Bangladesh,22.4,91.95,2007,6,11,120,14000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Bangladesh,23.92,91.23,2007,7,21,1110,100000,NA,"Slide (land, mud, snow, rock)",Km2,7000
2007,Flood,Riverine flood,Brazil,-22.72,-43.42,2007,10,24,6,NA,NA,"Slide (land, mud, snow, rock)",Km2,730
2007,Flood,Riverine flood,China,24.1,100.16,2007,7,18,170,40000,NA,"Slide (land, mud, snow, rock)",Km2,165100
2007,Flood,Riverine flood,China,43.09,88.21,2007,7,14,29,80000,NA,"Slide (land, mud, snow, rock)",Km2,812700
2007,Flood,Riverine flood,China,-1.8,116.72,2007,8,31,11,26000,NA,"Slide (land, mud, snow, rock)",Km2,5690
2007,Flood,Riverine flood,China,27.72,104.07,2007,8,22,17,5500,NA,"Slide (land, mud, snow, rock)",Km2,32590
2007,Flood,Riverine flood,Colombia,8.38,-75.59,2007,3,6,146,NA,NA,"Slide (land, mud, snow, rock)",Km2,69990
2007,Flood,Riverine flood,Colombia,7.38,-75.43,2007,5,19,13,NA,NA,"Slide (land, mud, snow, rock)",Km2,29770
2007,Flood,Riverine flood,Colombia,4.5,-75.21,2007,4,26,24,NA,NA,"Slide (land, mud, snow, rock)",Km2,1940
2007,Flood,Riverine flood,Costa Rica,10.98,-85.44,2007,10,12,19,80000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Guatemala,14.6,-90.49,2007,9,22,11,NA,NA,"Slide (land, mud, snow, rock)",Km2,2300
2007,Flood,Riverine flood,Haiti,19.55,-71.05,2007,5,30,2,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Indonesia,-1.74,121.49,2007,7,22,88,NA,NA,"Slide (land, mud, snow, rock)",Km2,4600
2007,Flood,Riverine flood,Indonesia,-7.54,111.33,2007,12,25,127,NA,NA,"Slide (land, mud, snow, rock)",Km2,50690
2007,Flood,NA,Indonesia,-1.08,116.72,2007,9,2,4,NA,NA,"Slide (land, mud, snow, rock)",Km2,5690
2007,Flood,Flash flood,India,14.94,78.16,2007,6,22,127,NA,NA,"Slide (land, mud, snow, rock)",Km2,449300
2007,Flood,Riverine flood,India,31.24,76.53,2007,8,12,76,NA,NA,"Slide (land, mud, snow, rock)",Km2,191400
2007,Earthquake,Tsunami,Chile,-45.243,-72.648,2007,4,21,10,NA,NA,Tsunami/Tidal wave,Richter,6
2007,Earthquake,Ground movement,Indonesia,-4.438,101.367,2007,9,12,25,500000,NA,Tsunami/Tidal wave,Richter,8
2007,Flood,Riverine flood,Bolivia (Plurinational State of),-17.66,-65.3,2007,12,15,75,500000,NA,Broken Dam/Burst bank,Km2,218600
2007,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),52.52,-0.76,2007,6,15,1,448000,NA,Broken Dam/Burst bank,Km2,23110
2007,Flood,Flash flood,Algeria,34.95,5.79,2007,9,21,18,29500,NA,Rain,Km2,78590
2007,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),52.07,-2.1,2007,7,20,7,4000000,NA,Rain,Km2,24650
2007,Storm,Tropical cyclone,Australia,-13.67,131.92,2007,3,2,2,100000,George and Jacob,Flood,Kph,275
2007,Storm,Tropical cyclone,Bangladesh,22.61,90.15,2007,11,15,4234,2300000,Sidr,Flood,Kph,250
2007,Storm,Tropical cyclone,Bahamas (the),18.53,-70.06,2007,10,28,1,NA,Noel,Flood,Kph,NA
2007,Storm,Tropical cyclone,Dominican Republic (the),14.64,-61.02,2007,8,21,1,40000,Dean,Flood,Kph,NA
2007,Storm,Tropical cyclone,Haiti,14.64,-61.02,2007,8,18,9,NA,Dean,Flood,Kph,NA
2007,Storm,Tropical cyclone,Haiti,18.53,-70.06,2007,10,28,90,NA,Noel,Flood,Kph,NA
2007,Storm,Tropical cyclone,Haiti,18.93,-71.03,2007,12,11,3,NA,Olga,Flood,Kph,NA
2007,Flood,Riverine flood,Zambia,-12.95,24.37,2007,1,10,4,NA,NA,NA,Km2,290
2007,Flood,Flash flood,Afghanistan,36.52,70.6,2007,5,14,23,NA,NA,NA,Km2,15490
2007,Flood,Flash flood,Afghanistan,37.01,70.73,2007,4,23,36,NA,NA,NA,Km2,27490
2007,Flood,Flash flood,Afghanistan,34.53,66.13,2007,7,15,9,NA,NA,NA,Km2,4110
2007,Flood,Riverine flood,Afghanistan,36.29,68.85,2007,5,5,10,NA,NA,NA,Km2,25850
2007,Flood,Riverine flood,Afghanistan,35.28,71.14,2007,6,24,113,NA,NA,NA,Km2,62340
2007,Flood,Riverine flood,Burkina Faso,11.45,-4.39,2007,7,26,52,NA,NA,NA,Km2,2435
2007,Flood,Riverine flood,Bulgaria,42.52,24.5,2007,5,22,2,NA,NA,NA,Km2,34010
2007,Flood,Riverine flood,Bulgaria,41.74,25.62,2007,11,16,2,NA,NA,NA,Km2,NA
2007,Earthquake,Ground movement,Brazil,-15.048,-44.231,2007,12,9,1,NA,NA,NA,Richter,5
2007,Flood,NA,Brazil,-30.25,-52.67,2007,9,24,4,NA,NA,NA,Km2,127400
2007,Earthquake,Ground movement,Chile,-22.247,-69.89,2007,11,14,2,100000,NA,NA,Richter,8
2007,Earthquake,Ground movement,China,23.028,101.052,2007,6,2,3,342000,NA,NA,Richter,6
2007,Flood,Riverine flood,China,27.2,116.14,2007,6,1,NA,13000,NA,NA,Km2,168600
2007,Flood,Riverine flood,China,36.37,118.72,2007,8,9,26,NA,NA,NA,Km2,100100
2007,Flood,Riverine flood,China,32.78,108.87,2007,8,31,11,26000,NA,NA,Km2,4380
2007,Flood,Riverine flood,Colombia,7.89,-74.91,2007,10,20,35,NA,NA,NA,Km2,189700
2007,Flood,Riverine flood,Dominican Republic (the),19.55,-71.05,2007,5,30,9,NA,NA,NA,Km2,NA
2007,Flood,Riverine flood,Algeria,36.75,2.96,2007,11,24,14,NA,NA,NA,Km2,21400
2007,Flood,Riverine flood,Spain,39.89,-4.22,2007,5,23,1,400000,NA,NA,Km2,212700
2007,Flood,Riverine flood,Spain,38.64,-0.27,2007,10,12,3,NA,NA,NA,Km2,5050
2007,Volcanic activity,Ash fall,Ethiopia,12.17,40.82,2007,8,12,5,NA,Mount Arteale,NA,NA,NA
2007,Flood,Riverine flood,Ethiopia,8.33,34.5,2007,7,29,17,NA,NA,NA,Km2,79620
2007,Flood,Flash flood,Fiji,-17.77,177.48,2007,3,9,5,7000,NA,NA,Km2,NA
2007,Earthquake,Ground movement,United Kingdom of Great Britain and Northern Ireland (the),51.085,1.009,2007,4,28,NA,60000,NA,NA,Richter,5
2007,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),53.88,-0.91,2007,6,25,6,4000000,NA,NA,Km2,27720
2007,Flood,Riverine flood,Greece,41.74,25.62,2007,11,16,2,NA,NA,NA,Km2,52770
2007,Flood,Riverine flood,Honduras,10.98,-85.44,2007,10,12,5,NA,NA,NA,Km2,NA
2007,Flood,Riverine flood,Haiti,18.55,-72.29,2007,7,23,4,NA,NA,NA,Km2,44
2007,Flood,Riverine flood,Haiti,20.67,-76.4,2007,10,7,41,NA,NA,NA,Km2,NA
2007,Earthquake,Ground movement,Indonesia,-8.292,118.37,2007,11,25,3,NA,NA,NA,Richter,7
2007,Flood,Riverine flood,Indonesia,-0.19,116.92,2007,5,15,4,NA,NA,NA,Km2,34350
2007,Flood,Riverine flood,Indonesia,-3.28,120.2,2007,7,25,15,NA,NA,NA,Km2,2400
2007,Flood,Coastal flood,India,20.91,86.4,2007,9,22,80,275000,NA,NA,Km2,72010
2007,Flood,Riverine flood,India,26.26,94.02,2007,6,18,15,NA,NA,NA,Km2,74890
2007,Flood,Riverine flood,India,22.02,72.25,2007,7,1,225,NA,NA,NA,Km2,61700
2007,Flood,Riverine flood,India,21.03,77.52,2007,7,1,62,NA,NA,NA,Km2,106600
2007,Flood,Riverine flood,India,20.05,81.86,2007,6,30,29,NA,NA,NA,Km2,74000
2007,Flood,Riverine flood,India,22.63,88.49,2007,7,3,1103,NA,NA,NA,Km2,483900
2007,Flood,Riverine flood,India,22.68,70.93,2007,8,8,16,NA,NA,NA,Km2,133800
2007,Flood,Riverine flood,India,15.71,79.88,2007,9,16,94,NA,NA,NA,Km2,90280
2007,Flood,Riverine flood,India,12.73,79.7,2007,10,27,29,NA,NA,NA,Km2,76740
2007,Flood,Riverine flood,India,20.45,86.2,2007,8,3,15,NA,NA,NA,Km2,15360
2007,Flood,Riverine flood,India,27.58,95.26,2007,7,12,96,NA,NA,NA,Km2,103600
2007,Flood,Riverine flood,India,10.39,76.31,2007,7,16,44,101151,NA,NA,Km2,21120
2008,Flood,Riverine flood,Chile,-35.86,-71.95,2008,5,19,5,NA,NA,Broken Dam/Burst bank,Km2,110500
2008,Storm,Convective storm,Australia,-30.05,151.49,2008,11,15,1,450000,NA,Flood,Kph,NA
2008,Flood,Riverine flood,Brazil,-24.5,-47.88,2008,1,12,4,NA,NA,"Slide (land, mud, snow, rock)",Km2,23020
2008,Flood,Riverine flood,Brazil,-22.37,-43.13,2008,2,2,9,NA,NA,"Slide (land, mud, snow, rock)",Km2,290
2008,Flood,Riverine flood,Brazil,-5.36,-41.68,2008,3,30,36,360000,NA,"Slide (land, mud, snow, rock)",Km2,1120000
2008,Flood,Riverine flood,Brazil,-25.1,-49.34,2008,11,22,151,750000,NA,"Slide (land, mud, snow, rock)",Km2,103400
2008,Earthquake,Ground movement,China,31.002,103.322,2008,5,12,87476,85000000,NA,"Slide (land, mud, snow, rock)",Richter,8
2008,Earthquake,Ground movement,Colombia,4.33,-73.764,2008,5,24,11,10000,NA,"Slide (land, mud, snow, rock)",Richter,6
2008,Volcanic activity,Ash fall,Colombia,2.93,-76.03,2008,11,20,16,NA,Nevado del Huila,"Slide (land, mud, snow, rock)",NA,NA
2008,Flood,Riverine flood,Colombia,2.68,-75.42,2008,3,11,11,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2008,Flood,Riverine flood,Costa Rica,8.57,80.8,2008,11,22,1,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2008,Flood,Flash flood,Algeria,3.48,32.24,2008,10,1,93,348000,NA,"Slide (land, mud, snow, rock)",Km2,34760
2008,Flood,Riverine flood,Ecuador,-1.25,-79.66,2008,1,30,41,1000000,NA,"Slide (land, mud, snow, rock)",Km2,75830
2008,Earthquake,Ground movement,Greece,37.963,21.525,2008,6,8,2,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2008,Flood,Riverine flood,Honduras,15.86,-89.28,2008,10,19,67,NA,Tropical Depression Sixteen,"Slide (land, mud, snow, rock)",Km2,NA
2008,Flood,Riverine flood,Indonesia,-6.8,111.06,2008,2,11,11,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2008,Flood,Flash flood,India,25.18,91.54,2008,6,11,1063,123000,NA,"Slide (land, mud, snow, rock)",Km2,350600
2008,Flood,Riverine flood,Australia,-21.56,147.03,2008,11,20,4,275000,NA,Broken Dam/Burst bank,Km2,105500
2008,Flood,Riverine flood,Indonesia,-7.13,112.37,2008,3,1,3,NA,NA,Broken Dam/Burst bank,Km2,11590
2008,Flood,Riverine flood,India,22.044,94.55,2008,8,30,47,20000,NA,Broken Dam/Burst bank,Km2,80590
2008,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),53.26,-1.8,2008,9,6,8,50000,NA,Rain,Km2,47370
2008,Storm,Tropical cyclone,Belize,17.3,-88.1,2008,5,31,7,NA,Arthur,Flood,Kph,NA
2008,Storm,Tropical cyclone,China,23.542,112.3,2008,6,24,14,175000,Typhoon Fengshen (Franck),Flood,Kph,NA
2008,Storm,Tropical cyclone,China,32.56,114.41,2008,7,28,1,73000,"Tropical Storm ""Fung-Wong"" (Igme)",Flood,Kph,155
2008,Storm,Tropical cyclone,China,22.33,113.15,2008,8,8,NA,80000,"Tropical storm ""Kammuri"" (Julian)",Flood,Kph,NA
2008,Storm,Tropical cyclone,Haiti,18.46,-71.69,2008,9,6,74,NA,Hurricane Ike,Flood,Kph,NA
2008,Flood,Riverine flood,Angola,-17.05,17.26,2008,1,31,7,NA,NA,NA,Km2,NA
2008,Flood,Riverine flood,Australia,-28.44,152.87,2008,1,3,1,90000,NA,NA,Km2,41560
2008,Flood,Riverine flood,Australia,-20.4,144.56,2008,1,14,NA,600000,NA,NA,Km2,649500
2008,Flood,Riverine flood,Australia,-22.46,149.54,2008,2,13,2,1100000,NA,NA,Km2,44350
2008,Flood,Riverine flood,Bangladesh,21.02,90.21,2008,8,30,12,NA,NA,NA,Km2,59250
2008,Flood,Riverine flood,Belize,15.86,-89.28,2008,10,19,1,9697,Tropical Depression Sixteen,NA,Km2,NA
2008,Earthquake,Ground movement,China,32.756,105.494,2008,8,5,4,NA,NA,NA,Richter,6
2008,Earthquake,Ground movement,China,25.039,97.697,2008,8,21,6,NA,NA,NA,Richter,6
2008,Earthquake,Ground movement,China,26.241,101.889,2008,8,30,40,492000,NA,NA,Richter,6
2008,Earthquake,Ground movement,China,29.807,90.35,2008,10,6,30,NA,NA,NA,Richter,6
2008,Earthquake,Ground movement,China,32.56,105.423,2008,5,25,8,NA,NA,NA,Richter,6
2008,Flood,Riverine flood,China,30.87,113.03,2008,5,2,3,19000,NA,NA,Km2,43960
2008,Flood,Riverine flood,China,22.62,101.55,2008,8,7,20,42000,NA,NA,Km2,24610
2008,Flood,Riverine flood,China,19.16,109.82,2008,10,10,3,NA,NA,NA,Km2,29940
2008,Flood,Riverine flood,Colombia,9,-74.23,2008,9,15,76,NA,NA,NA,Km2,195400
2008,Flood,Flash flood,Ethiopia,7.585,33.31,2008,8,20,5,NA,NA,NA,Km2,69940
2008,Flood,Riverine flood,Ethiopia,0.83,43.06,2008,11,16,11,NA,NA,NA,Km2,25490
2008,Earthquake,Ground movement,Indonesia,2.768,95.964,2008,2,20,3,NA,NA,NA,Richter,7
2008,Earthquake,Ground movement,Indonesia,-3.935,103.058,2008,9,9,2,NA,NA,NA,Richter,5
2008,Earthquake,Ground movement,Indonesia,1.271,122.091,2008,11,16,6,NA,NA,NA,Richter,7
2008,Flood,Flash flood,Indonesia,-7.74,114,2008,2,8,14,NA,NA,NA,Km2,400
2008,Flood,Riverine flood,Indonesia,-6.19,106.85,2008,2,1,3,NA,NA,NA,Km2,380
2008,Flood,Riverine flood,Indonesia,-7.71,112.91,2008,1,30,3,653,NA,NA,Km2,810
2008,Flood,Riverine flood,Indonesia,0.68,122.52,2008,9,6,16,1080,NA,NA,Km2,9851
2008,Flood,Riverine flood,Indonesia,-3.33,103.14,2008,12,26,24,NA,NA,NA,Km2,126700
2008,Landslide,Landslide,Indonesia,-4.4831667,137.69,2008,5,5,21,NA,NA,NA,NA,NA
2008,Flood,Riverine flood,India,16.65,81.38,2008,9,5,74,NA,NA,NA,Km2,75490
2008,Flood,Riverine flood,India,27.5,89.79,2008,7,20,142,NA,NA,NA,Km2,283800
2009,Storm,Extra-tropical storm,France,42.24,-2.6,2009,1,23,11,3200000,Klaus,Flood,Kph,171
2009,Storm,Tropical cyclone,Bangladesh,22.16,89.09,2009,5,25,190,270000,"Cyclone ""Aila""",Broken Dam/Burst bank,Kph,90
2009,Flood,Riverine flood,Brazil,-3.19,-45.43,2009,4,22,56,550000,NA,"Slide (land, mud, snow, rock)",Km2,524400
2009,Flood,Riverine flood,Afghanistan,33.07,63.59,2009,3,25,39,20000,NA,"Slide (land, mud, snow, rock)",Km2,88520
2009,Flood,Riverine flood,Brazil,-16.59,-44.89,2009,1,20,16,NA,NA,"Slide (land, mud, snow, rock)",Km2,1186000
2009,Flood,Riverine flood,Colombia,4.36,-76.51,2009,2,15,23,NA,NA,"Slide (land, mud, snow, rock)",Km2,72650
2009,Earthquake,Ground movement,Costa Rica,10.165,-84.197,2009,1,8,31,200000,NA,"Slide (land, mud, snow, rock)",Richter,6
2009,Earthquake,Ground movement,Honduras,16.731,-86.217,2009,5,28,7,100000,NA,"Slide (land, mud, snow, rock)",Richter,7
2009,Flood,Flash flood,Indonesia,-2.63,120.26,2009,1,27,18,NA,NA,"Slide (land, mud, snow, rock)",Km2,60610
2009,Flood,Riverine flood,Fiji,-17.74,178.05,2009,1,8,12,43247,NA,Tsunami/Tidal wave,Km2,348
2009,Flood,Riverine flood,Indonesia,6.55,106.36,2009,3,26,64,NA,NA,Broken Dam/Burst bank,Km2,19200
2009,Storm,Convective storm,Australia,-29.05,152.73,2009,5,19,1,60000,NA,Flood,Kph,130
2009,Earthquake,Ground movement,Afghanistan,34.185,70.076,2009,4,16,22,NA,NA,NA,Richter,5
2009,Flood,Riverine flood,Angola,-9.84,14.15,2009,2,14,2,NA,NA,NA,Km2,61810
2009,Flood,Riverine flood,Angola,16.68,-17.08,2009,3,1,60,NA,NA,NA,Km2,NA
2009,Landslide,Landslide,Argentina,-24.15,-64.29,2009,2,9,4,15000,NA,NA,NA,NA
